Word,Length,Freq_HAL,Log_Freq_HAL
shipbroker,10,0,0
shipbuilder,11,5,1.609
shipbuilding,12,150,5.011
shipload,8,16,2.773
shipman,7,145,4.977
shipmate,8,24,3.178
shipmates,9,99,4.595
shipment,8,3559,8.177
shipments,9,2182,7.688
shipowner,9,8,2.079
shipped,7,20015,9.904
shipper,7,632,6.449
shippers,8,237,5.468
shipping,8,78308,11.268
ships,5,17949,9.795
ship's,6,1552,7.347
shipshape,9,25,3.219
shipwreck,9,211,5.352
shipwrecked,11,126,4.836
shipwright,10,50,3.912
shipyard,8,247,5.509
shipyards,9,241,5.485
shire,5,602,6.4
shires,6,54,3.989
shirk,5,167,5.118
shirking,8,63,4.143
Shirley,7,2263,7.724
Shirley's,9,29,3.367
shirt,5,8155,9.006
shirtfront,10,7,1.946
shirts,6,3172,8.062
shirtsleeve,11,3,1.099
shirttail,9,7,1.946
shirtwaist,10,36,3.584
shiver,6,695,6.544
shivered,8,420,6.04
shivering,9,441,6.089
shivery,7,15,2.708
shoal,5,100,4.605
shoals,6,176,5.17
shock,5,11041,9.309
shocked,7,4967,8.511
shocker,7,353,5.866
shocking,8,1828,7.511
shockingly,10,167,5.118
shockproof,10,16,2.773
shocks,6,1729,7.455
shockwave,9,977,6.884
shod,4,113,4.727
shoddy,6,700,6.551
shoe,4,5209,8.558
shoeblack,9,0,0
shoehorn,8,151,5.017
shoelace,8,47,3.85
shoelaces,9,129,4.86
shoemaker,9,383,5.948
shoes,5,11573,9.356
shoeshine,9,45,3.807
shoestring,10,336,5.817
shoestrings,11,30,3.401
shogun,6,391,5.969
shone,5,397,5.984
shoo,4,216,5.375
shooing,7,33,3.497
shook,5,4213,8.346
shoot,5,23531,10.066
shooter,7,2389,7.779
shooters,8,1105,7.008
shooting,8,14908,9.61
shootings,9,674,6.513
shop,4,27995,10.24
shopkeeper,10,289,5.666
shopkeepers,11,205,5.323
shoplift,8,20,2.996
shoplifter,10,39,3.664
shopper,7,1861,7.529
shopping,8,9583,9.168
shops,5,10164,9.227
shop's,6,143,4.963
shopwindow,10,0,0
shopworn,8,32,3.466
shore,5,6111,8.718
shoreline,9,1049,6.956
shorelines,10,55,4.007
shores,6,1735,7.459
shorn,5,89,4.489
short,5,95521,11.467
shortage,8,2551,7.844
shortages,9,717,6.575
shortbread,10,53,3.97
shortcake,9,86,4.454
shortcoming,11,310,5.737
shortcomings,12,1228,7.113
shortcut,8,1458,7.285
shortcuts,9,890,6.791
shorten,7,1108,7.01
shortened,9,1432,7.267
shortening,10,823,6.713
shorter,7,7682,8.947
shortest,8,1475,7.296
shortfall,9,327,5.79
shorthand,9,613,6.418
shorthanded,11,128,4.852
shortly,7,9635,9.173
shortness,9,193,5.263
shorts,6,5533,8.618
shortsighted,12,299,5.7
shortsightedness,16,52,3.951
shortstop,9,236,5.464
shorty,6,293,5.68
shot,4,42214,10.651
shotgun,7,3458,8.148
shotguns,8,918,6.822
shots,5,15267,9.633
should,6,594293,13.295
shoulder,8,11440,9.345
shouldered,10,101,4.615
shouldering,11,58,4.06
shoulders,9,7751,8.956
shouldn't,9,30129,10.313
shout,5,3285,8.097
shouted,7,2180,7.687
shouting,8,3165,8.06
shouts,6,890,6.791
shove,5,2255,7.721
shoved,6,1853,7.525
shovel,6,1017,6.925
shoveled,8,93,4.533
shovels,7,219,5.389
shoving,7,835,6.727
show,4,178842,12.094
showbiz,7,270,5.598
showboat,8,139,4.934
showcase,8,2583,7.857
showdown,8,1104,7.007
showed,6,22575,10.025
shower,6,6874,8.836
showered,8,480,6.174
showerhead,10,40,3.689
showering,9,367,5.905
showers,7,1492,7.308
showery,7,2,0.693
showgirl,8,67,4.205
showing,7,24886,10.122
showings,8,516,6.246
showman,7,107,4.673
showmanship,11,123,4.812
showmen,7,13,2.565
shown,5,31872,10.369
showpiece,9,79,4.369
showplace,9,51,3.932
showroom,8,445,6.098
shows,5,64056,11.068
showy,5,119,4.779
shrank,6,209,5.342
shrapnel,8,490,6.194
shred,5,1446,7.277
shredded,8,855,6.751
shredder,8,424,6.05
shredding,9,334,5.811
shreds,6,657,6.488
shrew,5,222,5.403
shrewd,6,290,5.67
shrewdest,9,13,2.565
shrewdly,8,22,3.091
shrewish,8,30,3.401
shriek,6,358,5.881
shrieked,8,218,5.384
shrieking,9,235,5.46
shrill,6,479,6.172
shrilled,8,5,1.609
shrilling,9,13,2.565
shrillness,10,22,3.091
shrilly,7,46,3.829
shrimp,6,1993,7.597
shrine,6,2376,7.773
shrines,7,344,5.841
shrink,6,4085,8.315
shrinkage,9,261,5.565
shrinking,9,1449,7.279
shrinks,7,573,6.351
shrivel,7,137,4.92
shriveled,9,125,4.828
shroud,6,600,6.397
shrouded,8,256,5.545
shrub,5,280,5.635
shrubbery,9,160,5.075
shrubs,6,339,5.826
shrug,5,1718,7.449
shrugged,8,1796,7.493
shrugs,6,289,5.666
shrunken,8,148,4.997
shuck,5,92,4.522
shucks,6,294,5.684
shudder,7,1770,7.479
shuddered,9,663,6.497
shuddering,10,357,5.878
shuffle,7,1959,7.58
shuffleboard,12,28,3.332
shuffled,8,778,6.657
shuffling,9,690,6.537
shun,4,925,6.83
shunned,7,437,6.08
shunning,8,122,4.804
shuns,5,70,4.248
shunt,5,245,5.501
shunted,7,121,4.796
shunts,6,25,3.219
shush,5,47,3.85
shut,4,19700,9.888
shutdown,8,4263,8.358
shutdowns,9,187,5.231
shuts,5,956,6.863
shutter,7,1732,7.457
shuttered,9,68,4.22
shutters,8,210,5.347
shutting,8,2003,7.602
shuttle,7,8379,9.033
shuttlecock,11,7,1.946
shuttled,8,63,4.143
shuttling,9,89,4.489
shy,3,4115,8.322
shyly,5,220,5.394
Siamese,7,1059,6.965
Siberia,7,980,6.888
Siberian,8,799,6.683
sibilant,8,520,6.254
sibling,7,789,6.671
sibyls,6,2,0.693
sic,3,4488,8.409
Sicilian,8,372,5.919
Sicilians,9,13,2.565
Sicily,6,332,5.805
sick,4,22109,10.004
sickbay,7,641,6.463
sickbed,7,29,3.367
sicken,6,91,4.511
sickened,8,266,5.583
sickening,9,654,6.483
sicker,6,193,5.263
sickish,7,0,0
sickle,6,393,5.974
sickly,6,351,5.861
sickness,8,1765,7.476
sickroom,8,12,2.485
side,4,112408,11.63
sidearms,8,112,4.718
sideboard,9,503,6.221
sideboards,10,77,4.344
sideburns,9,130,4.868
sidecar,7,124,4.82
sidechairs,10,0,0
sided,5,1976,7.589
sidekick,8,1176,7.07
sidelight,9,59,4.078
sideline,8,355,5.872
sidelines,9,538,6.288
sidelong,8,54,3.989
sides,5,22750,10.032
side's,6,221,5.398
sidesaddle,10,33,3.497
sideshow,8,379,5.938
sidesplitting,13,8,2.079
sidestep,8,266,5.583
sidesteps,9,64,4.159
sidestroke,10,2,0.693
sideswipe,9,91,4.511
sidetrack,9,115,4.745
sidewalk,8,1502,7.315
sidewalks,9,680,6.522
sideward,8,15,2.708
sideways,8,2048,7.625
sidewinder,10,486,6.186
sidewise,8,19,2.944
siding,6,563,6.333
sidle,5,19,2.944
sidled,6,42,3.738
Sidney,6,1307,7.175
Sidney's,8,22,3.091
siege,5,1739,7.461
Siegfried,9,354,5.869
sienna,6,37,3.611
sierra,6,5887,8.681
sierras,7,184,5.215
siesta,6,315,5.753
sieve,5,494,6.203
sift,4,769,6.645
sifted,6,214,5.366
sifter,6,16,2.773
sifting,7,309,5.733
sigh,4,8526,9.051
sighed,6,2220,7.705
sighing,7,329,5.796
sighs,5,578,6.36
sight,5,14322,9.57
sighted,7,832,6.724
sighting,8,1878,7.538
sightless,9,44,3.784
sights,6,2292,7.737
sightsee,8,34,3.526
sightseeing,11,451,6.111
sightseer,9,3,1.099
sightseers,10,27,3.296
sigma,5,2805,7.939
Sigmund,7,840,6.733
sign,4,39389,10.581
signal,6,28245,10.249
signaled,8,331,5.802
signaling,9,770,6.646
signalizes,10,0,0
signally,8,13,2.565
signalman,9,18,2.89
signals,7,10984,9.304
signature,9,20062,9.907
signatures,10,6798,8.824
signed,6,27435,10.22
signers,7,183,5.209
significance,12,6015,8.702
significant,11,32223,10.38
significantly,13,10893,9.296
significants,12,4,1.386
signification,13,64,4.159
signified,9,162,5.088
signifies,9,592,6.384
signify,7,662,6.495
signing,7,7274,8.892
signor,6,28,3.332
signora,7,18,2.89
signore,7,87,4.466
signpost,8,268,5.591
signposts,9,78,4.357
signs,5,14885,9.608
sikh,4,1641,7.403
silage,6,74,4.304
silence,7,9662,9.176
silenced,8,727,6.589
silencer,8,275,5.617
silences,8,107,4.673
silencing,9,293,5.68
silent,6,9257,9.133
silently,8,2228,7.709
silhouette,10,2156,7.676
silhouetted,11,73,4.29
silhouettes,11,165,5.106
silica,6,454,6.118
silicon,7,11228,9.326
silicone,8,924,6.829
silk,4,3864,8.259
silken,6,219,5.389
silkworm,8,91,4.511
silkworms,9,24,3.178
silky,5,1034,6.941
sill,4,439,6.084
silliest,8,222,5.403
silly,5,21570,9.979
silo,4,640,6.461
silos,5,1514,7.323
silt,4,182,5.204
silver,6,24413,10.103
silverfish,10,36,3.584
silvers,7,240,5.481
silversmith,11,60,4.094
silverware,10,244,5.497
silvery,7,327,5.79
simian,6,314,5.749
similar,7,103270,11.545
similarities,12,3146,8.054
similarity,10,2636,7.877
similarly,9,9427,9.151
simile,6,215,5.371
similitude,10,37,3.611
simmer,6,1121,7.022
simmered,8,69,4.234
Simmons,7,2199,7.696
Simon,5,16021,9.682
Simon's,7,425,6.052
simple,6,84794,11.348
simpler,7,5128,8.542
simples,7,141,4.949
simplest,8,3151,8.055
simpleton,9,141,4.949
simplex,7,529,6.271
simplicities,12,38,3.638
simplicitude,12,0,0
simplicity,10,2557,7.847
simplification,14,747,6.616
simplified,10,2064,7.632
simplifies,10,526,6.265
simplify,8,1782,7.485
simplistic,10,2291,7.737
simply,6,102396,11.537
Simpson,7,6723,8.813
Simpson's,9,605,6.405
simulate,8,2796,7.936
simulated,9,2198,7.695
simulation,10,11102,9.315
simulator,9,5694,8.647
simultaneous,12,3488,8.157
simultaneously,14,7970,8.983
sin,3,17449,9.767
Sinatra,7,653,6.482
since,5,320454,12.677
sincere,7,4659,8.447
sincerely,9,8281,9.022
sincerest,9,316,5.756
sincerity,9,1085,6.989
sine,4,1153,7.05
sinew,5,64,4.159
sinews,6,52,3.951
sinful,6,1041,6.948
sinfulness,10,67,4.205
sing,4,10917,9.298
Singapore,9,10519,9.261
singe,5,118,4.771
singed,6,211,5.352
singer,6,9407,9.149
singers,7,3361,8.12
singer's,8,257,5.549
singing,7,12561,9.438
single,6,94811,11.46
singled,7,693,6.541
singlehandedly,14,177,5.176
singleness,10,121,4.796
singles,7,9841,9.194
singleton,9,466,6.144
singly,6,322,5.775
sings,5,3143,8.053
singsong,8,11,2.398
singsonged,10,0,0
singular,8,2062,7.631
singularity,11,1312,7.179
singularize,11,0,0
singularly,10,330,5.799
sinister,8,2553,7.845
sink,4,8579,9.057
sinkhole,8,5764,8.659
sinking,7,1861,7.529
sinless,7,185,5.22
sinned,6,649,6.475
sinner,6,1124,7.025
sinners,7,926,6.831
sinning,7,235,5.46
sins,4,5195,8.555
sinuous,7,51,3.932
sinuously,9,7,1.946
sinuousness,11,0,0
sinus,5,417,6.033
sinuses,7,217,5.38
sinusitis,9,70,4.248
sinusoidal,10,122,4.804
Sioux,5,1316,7.182
sip,3,906,6.809
siphon,6,514,6.242
siphoned,8,98,4.585
sipped,6,235,5.46
sipping,7,560,6.328
sir,3,19872,9.897
sire,4,931,6.836
sired,5,113,4.727
siren,5,714,6.571
sirens,6,1032,6.939
sirloin,7,80,4.382
sirs,4,514,6.242
sis,3,2066,7.633
sissy,5,517,6.248
sister,6,17160,9.75
sisterhood,10,265,5.58
sisters,7,9667,9.176
sister's,8,1662,7.416
Sistine,7,88,4.477
sit,3,25658,10.153
site,4,148790,11.91
sites,5,83123,11.328
sits,4,5661,8.641
sitter,6,499,6.213
sitters,7,134,4.898
sitter's,8,24,3.178
sitting,7,23789,10.077
sittings,8,43,3.761
situate,7,37,3.611
situated,8,1910,7.555
situation,9,59523,10.994
situations,10,14824,9.604
six,3,43679,10.685
sixfold,7,3,1.099
sixpence,8,90,4.5
sixpenny,8,3,1.099
sixteen,7,1982,7.592
sixteenth,9,497,6.209
sixth,5,4468,8.405
sixties,7,1965,7.583
sixtieth,8,8,2.079
sixty,5,1577,7.363
sizable,7,853,6.749
size,4,107005,11.581
sizeable,8,620,6.43
sized,5,5139,8.545
sizes,5,11391,9.341
sizzle,6,211,5.352
sizzled,7,27,3.296
sizzling,8,251,5.525
skate,5,10328,9.243
skateboard,10,303,5.714
skateboarder,12,27,3.296
skater,6,1934,7.567
skates,6,6717,8.812
skating,7,8751,9.077
skedaddle,9,20,2.996
skeet,5,181,5.198
skein,5,172,5.147
skeletal,8,588,6.377
skeleton,8,2347,7.761
skeletons,9,2125,7.662
skeptical,9,4308,8.368
skeptically,11,56,4.025
skepticism,10,1343,7.203
skeptics,8,1262,7.14
sketch,6,2053,7.627
sketchbook,10,89,4.489
sketched,8,203,5.313
sketches,8,1215,7.102
sketching,9,140,4.942
sketchpad,9,61,4.111
sketchy,7,738,6.604
skew,4,733,6.597
skewer,6,201,5.303
ski,3,12347,9.421
skid,4,783,6.663
skidded,7,100,4.605
skidding,8,172,5.147
skidpan,7,3,1.099
skids,5,237,5.468
skier,5,1005,6.913
skies,5,2819,7.944
skiing,6,5768,8.66
skilful,7,54,3.989
skilfully,9,41,3.714
skilift,7,1,0
skill,5,18471,9.824
skilled,7,4952,8.508
skillet,7,654,6.483
skillful,8,494,6.203
skillfully,10,284,5.649
skillfulness,12,1,0
skills,6,80670,11.298
skim,4,942,6.848
skimmed,7,429,6.061
skimmer,7,738,6.604
skimming,8,521,6.256
skimp,5,172,5.147
skimpy,6,539,6.29
skin,4,24973,10.126
skindive,8,0,0
skindiving,10,1,0
skinflint,9,28,3.332
skinfolds,9,4,1.386
skinhead,8,1221,7.107
skinless,8,63,4.143
skinner,7,2020,7.611
skinny,6,3377,8.125
skins,5,1937,7.569
skip,4,8818,9.085
skipped,7,1798,7.494
skipper,7,586,6.373
skippers,8,73,4.29
skipping,8,1484,7.302
skips,5,554,6.317
skirmish,8,332,5.805
skirmished,10,5,1.609
skirmishers,11,1447,7.277
skirmishes,10,248,5.513
skirmishing,11,15,2.708
skirt,5,4928,8.503
skirted,7,84,4.431
skirting,8,102,4.625
skirts,6,1363,7.217
skis,4,2189,7.691
skit,4,805,6.691
skits,5,1037,6.944
skitter,7,32,3.466
skittish,8,134,4.898
skiway,6,2,0.693
skulk,5,106,4.663
skull,5,7302,8.896
skullcap,8,35,3.555
skulls,6,1237,7.12
skunk,5,885,6.786
skunks,6,487,6.188
sky,3,19795,9.893
skydive,7,537,6.286
skydiver,8,204,5.318
skyhook,7,20,2.996
skyjack,7,4,1.386
skyjacked,9,6,1.792
skyjackers,10,0,0
skylark,7,188,5.236
skylarking,10,12,2.485
skylight,8,151,5.017
skylights,9,90,4.5
skyline,7,583,6.368
skyrocket,9,305,5.72
sky's,5,175,5.165
skyscraper,10,188,5.236
skyscrapers,11,175,5.165
skyward,7,123,4.812
skyway,6,131,4.875
skywriting,10,22,3.091
slab,4,981,6.889
slack,5,2948,7.989
slacken,7,27,3.296
slackened,9,35,3.555
slackening,10,20,2.996
slacker,7,291,5.673
slacking,8,121,4.796
slacks,6,493,6.201
slag,4,579,6.361
slagheap,8,1,0
slain,5,694,6.542
slake,5,24,3.178
slaked,6,13,2.565
slalom,6,1029,6.936
slam,4,4231,8.35
slammed,7,1642,7.404
slamming,8,1543,7.341
slander,7,2098,7.649
slanderer,9,41,3.714
slanderous,10,501,6.217
slanders,8,147,4.99
slang,5,1953,7.577
slangy,6,11,2.398
slant,5,1431,7.266
slanted,7,930,6.835
slanting,8,170,5.136
slants,6,100,4.605
slantwise,9,1,0
slap,4,3098,8.039
slapdash,8,61,4.111
slaphappy,9,11,2.398
slapped,7,1647,7.407
slapping,8,971,6.878
slaps,5,528,6.269
slapstick,9,330,5.799
slash,5,3071,8.03
slashed,7,590,6.38
slashes,7,702,6.554
slashing,8,736,6.601
slat,4,70,4.248
slate,5,1017,6.925
slated,6,1144,7.042
slats,5,226,5.421
slatted,7,27,3.296
slaughter,9,2785,7.932
slaughtered,11,1153,7.05
slaughterhouse,14,296,5.69
slaughtering,12,405,6.004
Slav,4,437,6.08
slave,5,13149,9.484
slaver,6,116,4.754
slavered,8,7,1.946
slavery,7,6413,8.766
slaves,6,6684,8.807
slave's,7,115,4.745
Slavic,6,1595,7.375
slavish,7,132,4.883
Slavs,5,1090,6.994
slaw,4,86,4.454
slay,4,555,6.319
slaying,7,372,5.919
sleazy,6,1193,7.084
sled,4,2423,7.793
sledding,8,199,5.293
sledge,6,274,5.613
sledgehammer,12,313,5.746
sleek,5,526,6.265
sleep,5,25606,10.151
sleeper,7,1093,6.997
sleepers,8,433,6.071
sleeper's,9,8,2.079
sleepily,8,63,4.143
sleeping,8,9165,9.123
sleepless,9,490,6.194
sleeplessly,11,1,0
sleeps,6,1659,7.414
sleepwalk,9,27,3.296
sleepwalker,11,259,5.557
sleepy,6,1205,7.094
sleepyhead,10,28,3.332
sleet,5,140,4.942
sleeve,6,4251,8.355
sleeveless,10,152,5.024
sleeves,7,3157,8.057
sleigh,6,739,6.605
sleight,7,3268,8.092
slender,7,1810,7.501
slenderer,9,1,0
slept,5,3156,8.057
sleuth,6,230,5.438
sleuthing,9,66,4.19
slew,4,1254,7.134
slice,5,3517,8.165
sliced,6,1803,7.497
slices,6,1855,7.526
slick,5,4655,8.446
slicker,7,258,5.553
slickers,8,134,4.898
slid,4,4980,8.513
slide,5,10004,9.211
slides,6,3016,8.012
sliding,7,4432,8.397
slight,6,13036,9.475
slighter,8,22,3.091
slightest,9,3175,8.063
slightly,8,35773,10.485
slights,7,84,4.431
slim,4,3707,8.218
slime,5,1921,7.561
slimed,6,39,3.664
slimly,6,1,0
slimmer,7,195,5.273
slimy,5,1228,7.113
sling,5,782,6.662
slinger,7,66,4.19
slinging,8,286,5.656
slings,6,253,5.533
slingshot,9,316,5.756
slink,5,150,5.011
slinky,6,253,5.533
slip,4,24291,10.098
slipcover,9,41,3.714
slipknot,8,1413,7.253
slipover,8,4,1.386
slippage,8,305,5.72
slipped,7,5281,8.572
slipper,7,334,5.811
slippers,8,472,6.157
slippery,8,2431,7.796
slipping,8,2157,7.676
slips,5,1980,7.591
slipshod,8,73,4.29
slipstream,10,309,5.733
slit,4,2568,7.851
slither,7,183,5.209
slits,5,483,6.18
sliver,6,539,6.29
sloan,5,1541,7.34
slob,4,379,5.938
slobber,7,125,4.828
sloe,4,29,3.367
slogan,6,1544,7.342
slogans,7,1346,7.205
sloop,5,153,5.03
slop,4,407,6.009
slope,5,2688,7.897
slopes,6,1187,7.079
slope's,7,3,1.099
sloping,7,472,6.157
slopped,7,30,3.401
sloppily,8,144,4.97
slopping,8,53,3.97
sloppy,6,2425,7.794
slosh,5,115,4.745
sloshed,7,72,4.277
slot,4,11956,9.389
sloth,5,748,6.617
slothful,8,62,4.127
slots,5,9484,9.157
slotted,7,342,5.835
slouch,6,195,5.273
slouches,8,42,3.738
slough,6,362,5.892
Slovak,6,1402,7.246
sloven,6,12,2.485
Slovenia,8,1144,7.042
slovenliness,12,2,0.693
slovenly,8,80,4.382
slow,4,43719,10.686
slowed,6,2433,7.797
slower,6,13019,9.474
slowest,7,918,6.822
slowing,7,2117,7.658
slowly,6,24077,10.089
slowness,8,906,6.809
slowpoke,8,15,2.708
sludge,6,645,6.469
slug,4,4597,8.433
sluggard,8,19,2.944
slugged,7,64,4.159
slugger,7,396,5.981
sluggers,8,47,3.85
slugging,8,198,5.288
sluggish,8,856,6.752
sluggishly,10,56,4.025
slugs,5,721,6.581
sluice,6,23,3.135
sluiced,7,5,1.609
sluices,7,6,1.792
sluiceway,9,0,0
sluicing,8,14,2.639
slum,4,467,6.146
slumber,7,344,5.841
slumbered,9,15,2.708
slumming,8,77,4.344
slump,5,492,6.198
slumped,7,392,5.971
slums,5,335,5.814
slung,5,232,5.447
slur,4,658,6.489
slurp,5,306,5.724
slurped,7,105,4.654
slush,5,351,5.861
slushy,6,83,4.419
slut,4,2118,7.658
sly,3,1115,7.017
slyness,7,7,1.946
smack,5,2232,7.711
smacked,7,625,6.438
smacks,6,735,6.6
small,5,158742,11.975
smaller,7,28021,10.241
smallest,8,3473,8.153
smallish,8,520,6.254
smallness,9,62,4.127
smallpox,8,391,5.969
smalltime,9,11,2.398
smart,5,17782,9.786
smarted,7,22,3.091
smarter,7,2833,7.949
smartly,7,162,5.088
smash,5,2573,7.853
smashed,7,1806,7.499
smasher,7,84,4.431
smashing,8,1559,7.352
smatterings,11,10,2.303
smear,5,1826,7.51
smeared,7,641,6.463
smell,5,9693,9.179
smelled,7,1234,7.118
smelling,8,887,6.788
smells,6,2817,7.943
smelly,6,1002,6.91
smelt,5,198,5.288
smelts,6,9,2.197
smile,5,12276,9.415
smiled,6,8379,9.033
smiles,6,2487,7.819
smiling,7,4457,8.402
smilingly,9,28,3.332
smirch,6,5,1.609
smirk,5,632,6.449
smirked,7,240,5.481
smite,5,216,5.375
smith,5,45658,10.729
smithereens,11,165,5.106
Smith's,7,1189,7.081
Smithsonian,11,1296,7.167
smithy,6,70,4.248
smitten,7,205,5.323
smock,5,163,5.094
smocking,8,134,4.898
smog,4,727,6.589
smoke,5,16648,9.72
smoked,6,2101,7.65
smokehouse,10,44,3.784
smoker,6,947,6.853
smokers,7,1992,7.597
smokes,6,917,6.821
smokescreen,11,305,5.72
smokestack,10,108,4.682
smoking,7,9023,9.108
smoky,5,469,6.151
smoldered,9,4,1.386
smoldering,10,198,5.288
smolderingly,12,0,0
smolders,8,10,2.303
smooch,6,143,4.963
smooching,9,47,3.85
smooth,6,13504,9.511
smoothbore,10,68,4.22
smoothed,8,723,6.583
smoother,8,1528,7.332
smoothest,9,211,5.352
smoothie,8,59,4.078
smoothing,9,550,6.31
smoothly,8,3340,8.114
smoothness,10,565,6.337
smorgasbord,11,54,3.989
smote,5,49,3.892
smother,7,178,5.182
smothered,9,358,5.881
smothering,10,166,5.112
smoulder,8,5,1.609
smudge,6,335,5.814
smudged,7,87,4.466
smug,4,1002,6.91
smuggle,7,335,5.814
smuggled,8,489,6.192
smuggler,8,310,5.737
smugglers,9,521,6.256
smuggling,9,1348,7.206
smut,4,849,6.744
smutty,6,71,4.263
snack,5,1669,7.42
snacks,6,967,6.874
snag,4,1431,7.266
snags,5,203,5.313
snail,5,10191,9.229
snails,6,612,6.417
snail's,7,85,4.443
snake,5,5217,8.56
snakebite,9,116,4.754
snaked,6,137,4.92
snakes,6,2618,7.87
snap,4,8365,9.032
snapback,8,14,2.639
snapdragon,10,61,4.111
snapdragons,11,10,2.303
snapped,7,1825,7.509
snapper,7,377,5.932
snapping,8,751,6.621
snappish,8,10,2.303
snappy,6,886,6.787
snapshot,8,1467,7.291
snapshots,9,1787,7.488
snare,5,1012,6.92
snared,6,64,4.159
snarl,5,344,5.841
snarled,7,306,5.724
snarling,8,225,5.416
snatch,6,706,6.56
snatched,8,486,6.186
snatcher,8,88,4.477
snatches,8,138,4.927
snatching,9,182,5.204
snazzy,6,362,5.892
sneak,5,2639,7.878
sneaked,7,221,5.398
sneaker,7,221,5.398
sneakers,8,867,6.765
sneaking,8,827,6.718
sneaks,6,315,5.753
sneaky,6,1052,6.958
sneer,5,555,6.319
sneered,7,212,5.357
sneering,8,219,5.389
sneers,6,88,4.477
sneeze,6,540,6.292
sneezed,7,159,5.069
sneezing,8,260,5.561
snick,5,175,5.165
snicker,7,966,6.873
snickered,9,146,4.984
snide,5,900,6.802
sniff,5,1868,7.533
sniffed,7,317,5.759
sniffer,7,715,6.572
sniffing,8,765,6.64
sniffle,7,148,4.997
snip,4,5535,8.619
snipe,5,291,5.673
sniper,6,797,6.681
sniper's,8,127,4.844
sniping,7,405,6.004
snippet,7,947,6.853
snippy,6,100,4.605
snips,5,149,5.004
snitch,6,160,5.075
snivel,6,63,4.143
snivelings,10,1,0
snivelling,10,80,4.382
snob,4,453,6.116
snobbery,8,270,5.598
snobbish,8,195,5.273
snobbishly,10,3,1.099
snobby,6,124,4.82
snobs,5,277,5.624
snook,5,163,5.094
snoop,5,776,6.654
snooping,8,350,5.858
snooty,6,142,4.956
snooze,6,289,5.666
snore,5,224,5.412
snoring,7,315,5.753
snorkel,7,336,5.817
snort,5,588,6.377
snorted,7,345,5.844
snot,4,498,6.211
snotty,6,407,6.009
snout,5,251,5.525
snow,4,20209,9.914
snowball,8,484,6.182
snowballs,9,148,4.997
snowblind,9,372,5.919
snowbound,9,51,3.932
snowdrift,9,14,2.639
snowed,6,393,5.974
snowfall,8,354,5.869
snowfield,9,4,1.386
snowflake,9,250,5.521
snowflakes,10,160,5.075
snowing,7,439,6.084
snowman,7,799,6.683
snowplough,10,0,0
snows,5,348,5.852
snow's,6,86,4.454
snowshoe,8,134,4.898
snowstorm,9,350,5.858
snowy,5,758,6.631
snub,4,181,5.198
snubbed,7,200,5.298
snubbing,8,48,3.871
snuff,5,1066,6.972
snuffboxes,10,0,0
snuffed,7,141,4.949
snuffer,7,4,1.386
snuffle,7,32,3.466
snug,4,1259,7.138
snuggle,7,278,5.628
snuggled,8,276,5.62
snugly,6,346,5.846
so,2,1261201,14.048
soak,4,2107,7.653
soaked,6,1949,7.575
soaking,7,1384,7.233
soap,4,8037,8.992
soapbox,7,990,6.898
soaps,5,1352,7.209
soapstone,9,24,3.178
soapsuds,8,13,2.565
soapy,5,515,6.244
soar,4,864,6.762
soared,6,408,6.011
soaring,7,1299,7.169
sob,3,1631,7.397
sobbed,6,337,5.82
sobbing,7,777,6.655
sobbingly,9,0,0
sober,5,1703,7.44
sobered,7,70,4.248
sobering,8,221,5.398
soberly,7,41,3.714
sobriety,8,331,5.802
sobriquet,9,51,3.932
sobs,4,405,6.004
soccer,6,7502,8.923
sociable,8,231,5.442
social,6,58169,10.971
socialism,9,4292,8.365
socialist,9,5874,8.678
socialistic,11,314,5.749
socialite,9,51,3.932
sociality,9,30,3.401
socialization,13,855,6.751
socialize,9,705,6.558
socialized,10,883,6.783
socializes,10,27,3.296
socially,8,3083,8.034
societal,8,1807,7.499
societies,9,5979,8.696
society,7,78371,11.269
society's,9,1531,7.334
socioeconomic,13,516,6.246
sociological,12,930,6.835
sociologically,14,58,4.06
sociologist,11,315,5.753
sociologists,12,273,5.609
sociology,9,2234,7.712
sock,4,1146,7.044
socked,6,107,4.673
socket,6,8514,9.049
sockets,7,5049,8.527
socks,5,3717,8.221
Socrates,8,1196,7.087
Socratic,8,170,5.136
sod,3,1076,6.981
soda,4,3367,8.122
sodden,6,130,4.868
sodium,6,2204,7.698
sodomite,8,63,4.143
sodomy,6,734,6.599
sofa,4,1515,7.323
sofas,5,108,4.682
soft,4,22233,10.009
softball,8,886,6.787
soften,6,791,6.673
softened,8,747,6.616
softener,8,143,4.963
softening,9,457,6.125
softens,7,133,4.89
softer,6,1550,7.346
softest,7,166,5.112
softhearted,11,6,1.792
softly,6,3691,8.214
softness,8,595,6.389
software,8,325439,12.693
softwood,8,130,4.868
softy,5,67,4.205
soggy,5,378,5.935
soil,4,7607,8.937
soiled,6,618,6.426
soils,5,614,6.42
soiree,6,72,4.277
soirees,7,14,2.639
sojourn,7,521,6.256
sojourner,9,146,4.984
sojourners,10,56,4.025
solace,6,350,5.858
solaced,7,0,0
solar,5,9613,9.171
solarium,8,27,3.296
sold,4,189940,12.154
solder,6,2486,7.818
soldered,8,993,6.901
soldering,9,1653,7.41
soldier,7,8296,9.024
soldiering,10,28,3.332
soldierly,9,3,1.099
soldiers,8,12077,9.399
soldier's,9,381,5.943
